Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
4976,"496,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,129,Piso intermedio,"3,845",SI,NO,Ciudad Jardﾃｭn,Chamartin
4977,"970,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,197,Piso grande,"4,924",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
4978,"1,600,000",chalet,Chalet,exterior,6,6 - 10 rooms,359,Piso muy grande,"4,457",NO,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
4979,"998,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,282,Piso muy grande,"3,539",SI,SI,Castilla,Chamartin
4980,"3,249,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,410,#N/A,"7,924",SI,SI,El Viso,Chamartin
4981,"998,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,282,Piso muy grande,"3,539",SI,SI,Castilla,Chamartin
4982,"2,300,000",chalet,Chalet,exterior,4,1 - 5 rooms,333,#N/A,"6,907",NO,NO,Chalet adosado en Nueva Espaﾃｱa,Chamartin
4983,"750,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,142,Piso intermedio,"5,282",SI,NO,Prosperidad,Chamartin
4984,"455,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,102,Piso intermedio,"4,461",SI,NO,Prosperidad,Chamartin
4985,"750,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,120,Piso intermedio,"6,250",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
4986,"1,370,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,246,#N/A,"5,569",SI,SI,Castilla,Chamartin
4987,"350,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"5,303",NO,NO,Ciudad Jardﾃｭn,Chamartin
4988,"650,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,111,Piso intermedio,"5,856",SI,SI,Prosperidad,Chamartin
4989,"2,400,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,335,Piso muy grande,"7,164",SI,NO,El Viso,Chamartin
4990,"401,500",bajo,Sotano,exterior,2,1 - 5 rooms,98,Piso peque,"4,097",NO,NO,Prosperidad,Chamartin
4991,"1,375,000",planta 12,Plantas altas,exterior,3,1 - 5 rooms,266,#N/A,"5,169",SI,SI,Prosperidad,Chamartin
4992,"650,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,122,Piso intermedio,"5,328",SI,SI,Prosperidad,Chamartin
4993,"595,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,115,Piso intermedio,"5,174",SI,SI,Prosperidad,Chamartin
4994,"2,300,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,307,Piso muy grande,"7,492",SI,NO,El Viso,Chamartin
4995,"595,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"5,950",SI,NO,Ciudad Jardﾃｭn,Chamartin
4996,"2,600,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,383,Piso muy grande,"6,789",SI,SI,Dﾃｺplex en Nueva Espaﾃｱa,Chamartin
4997,"2,490,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,358,Piso muy grande,"6,955",SI,SI,Dﾃｺplex en Nueva Espaﾃｱa,Chamartin
4998,"505,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,136,Piso intermedio,"3,713",SI,SI,Castilla,Chamartin
4999,"349,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,68,Piso peque,"5,132",SI,NO,Prosperidad,Chamartin
5000,"3,900,000",chalet,Chalet,exterior,5,1 - 5 rooms,376,#N/A,"10,372",NO,SI,Casa o chalet independiente en Nueva Espaﾃｱa,Chamartin
5001,"585,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,87,Piso peque,"6,724",SI,NO,Nueva Espaﾃｱa,Chamartin
5002,"1,300,000",planta 8,Plantas intermedias,exterior,4,1 - 5 rooms,200,Piso grande,"6,500",SI,SI,Nueva Espaﾃｱa,Chamartin
5003,"345,000",bajo,Sotano,exterior,2,1 - 5 rooms,61,Piso peque,"5,656",NO,NO,El Viso,Chamartin
5004,"427,000",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,88,Piso peque,"4,852",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5005,"840,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,180,Piso grande,"4,667",SI,SI,Nueva Espaﾃｱa,Chamartin
5006,"2,300,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,403,#N/A,"5,707",SI,SI,Nueva Espaﾃｱa,Chamartin
5007,"440,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,96,Piso peque,"4,583",SI,NO,Prosperidad,Chamartin
5008,"400,000",planta 5,Plantas intermedias,exterior,1,1 - 5 rooms,64,Piso peque,"6,250",SI,NO,Prosperidad,Chamartin
5009,"2,450,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,365,#N/A,"6,712",SI,SI,Dﾃｺplex en Nueva Espaﾃｱa,Chamartin
5010,"1,375,000",planta 12,Plantas altas,exterior,3,1 - 5 rooms,266,#N/A,"5,169",SI,SI,Prosperidad,Chamartin
5011,"570,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,111,Piso intermedio,"5,135",SI,NO,Prosperidad,Chamartin
5012,"305,000",bajo,Sotano,interior,1,1 - 5 rooms,80,Piso peque,"3,813",NO,NO,Ciudad Jardﾃｭn,Chamartin
5013,"1,080,000",bajo,Sotano,exterior,3,1 - 5 rooms,132,Piso intermedio,"8,182",SI,NO,El Viso,Chamartin
5014,"3,900,000",chalet,Chalet,exterior,5,1 - 5 rooms,376,#N/A,"10,372",NO,SI,Casa o chalet independiente en Nueva Espaﾃｱa,Chamartin
5015,"2,000,000",planta 19,Plantas altas,exterior,6,6 - 10 rooms,280,Piso muy grande,"7,143",SI,NO,Nueva Espaﾃｱa,Chamartin
5016,"3,600,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,395,#N/A,"9,114",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5017,"625,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,164,Piso intermedio,"3,811",SI,NO,Castilla,Chamartin
5018,"850,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,128,Piso intermedio,"6,641",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5019,"950,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"7,480",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5020,"1,385,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,196,Piso grande,"7,066",SI,NO,Nueva Espaﾃｱa,Chamartin
5021,"3,300,000",casa,Casa,exterior,5,1 - 5 rooms,430,Piso muy grande,"7,674",NO,SI,Chalet adosado en Nueva Espaﾃｱa,Chamartin
5022,"2,500,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,463,#N/A,"5,400",SI,SI,El Viso,Chamartin
5023,"1,350,000",planta 7,Plantas intermedias,exterior,4,1 - 5 rooms,224,Piso grande,"6,027",SI,NO,Nueva Espaﾃｱa,Chamartin
5024,"950,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"7,480",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5025,"420,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,82,Piso peque,"5,122",SI,NO,Ciudad Jardﾃｭn,Chamartin
5026,"635,000",planta 6,Plantas intermedias,exterior,2,1 - 5 rooms,87,Piso peque,"7,299",SI,NO,Prosperidad,Chamartin
5027,"449,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,103,Piso intermedio,"4,359",SI,NO,Ciudad Jardﾃｭn,Chamartin
5028,"549,500",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,90,Piso peque,"6,106",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5029,"1,295,000",planta 4,Plantas inferiores,exterior,5,1 - 5 rooms,230,Piso grande,"5,630",SI,NO,ﾃ》ico en Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5030,"370,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,80,Piso peque,"4,625",SI,NO,Prosperidad,Chamartin
5031,"1,400,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,240,Piso grande,"5,833",SI,NO,Nueva Espaﾃｱa,Chamartin
5032,"1,350,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,252,Piso muy grande,"5,357",SI,NO,El Viso,Chamartin
5033,"850,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,130,Piso intermedio,"6,538",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5034,"2,090,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,332,#N/A,"6,295",SI,SI,Nueva Espaﾃｱa,Chamartin
5035,"398,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,87,Piso peque,"4,575",SI,SI,Castilla,Chamartin
5036,"720,000",planta 12,Plantas altas,exterior,5,1 - 5 rooms,170,Piso intermedio,"4,235",SI,SI,ﾃ》ico en Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5037,"570,000",planta 8,Plantas intermedias,exterior,3,1 - 5 rooms,117,Piso intermedio,"4,872",SI,NO,ﾃ》ico en Castilla,Chamartin
5038,"590,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,120,Piso intermedio,"4,917",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5039,"342,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,73,Piso peque,"4,685",SI,NO,Prosperidad,Chamartin
5040,"1,500,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,199,Piso grande,"7,538",SI,SI,Ciudad Jardﾃｭn,Chamartin
5041,"890,000",planta 8,Plantas intermedias,exterior,3,1 - 5 rooms,137,Piso intermedio,"6,496",SI,NO,Prosperidad,Chamartin
5042,"791,000",bajo,Sotano,exterior,1,1 - 5 rooms,165,Piso intermedio,"4,794",SI,NO,El Viso,Chamartin
5043,"249,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,71,Piso peque,"3,507",NO,NO,Ciudad Jardﾃｭn,Chamartin
5044,"1,501,500",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,261,Piso muy grande,"5,753",SI,NO,El Viso,Chamartin
5045,"249,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"3,831",NO,NO,Ciudad Jardﾃｭn,Chamartin
5046,"360,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,62,Piso peque,"5,806",NO,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5047,"2,400,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,307,Piso muy grande,"7,818",SI,NO,El Viso,Chamartin
5048,"360,000",bajo,Sotano,exterior,1,1 - 5 rooms,70,Piso peque,"5,143",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5049,"480,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,93,Piso peque,"5,161",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5050,"529,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,102,Piso intermedio,"5,186",SI,NO,Ciudad Jardﾃｭn,Chamartin
5051,"725,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,121,Piso intermedio,"5,992",SI,NO,Castilla,Chamartin
5052,"369,000",planta 6,Plantas intermedias,,3,1 - 5 rooms,86,Piso peque,"4,291",SI,NO,Prosperidad,Chamartin
5053,"1,295,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,190,Piso grande,"6,816",SI,SI,Dﾃｺplex en Nueva Espaﾃｱa,Chamartin
5054,"1,150,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,190,Piso grande,"6,053",SI,SI,Dﾃｺplex en Nueva Espaﾃｱa,Chamartin
5055,"2,400,000",planta 1,Plantas inferiores,exterior,8,6 - 10 rooms,614,Piso muy grande,"3,909",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5056,"1,080,000",bajo,Sotano,exterior,7,6 - 10 rooms,345,Piso muy grande,"3,130",SI,SI,Nueva Espaﾃｱa,Chamartin
5057,"1,150,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,272,Piso muy grande,"4,228",SI,SI,Castilla,Chamartin
5058,"1,300,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,174,Piso grande,"7,471",SI,NO,El Viso,Chamartin
5059,"555,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,117,Piso intermedio,"4,744",SI,NO,Castilla,Chamartin
5060,"1,500,000",planta 6,Plantas intermedias,exterior,4,1 - 5 rooms,241,Piso grande,"6,224",SI,SI,Nueva Espaﾃｱa,Chamartin
5061,"1,070,600",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,236,Piso grande,"4,536",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5062,"1,650,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,210,Piso grande,"7,857",SI,SI,Nueva Espaﾃｱa,Chamartin
5063,"595,000",planta 4,Plantas inferiores,,4,1 - 5 rooms,154,Piso intermedio,"3,864",SI,SI,Prosperidad,Chamartin
5064,"596,920",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,92,Piso peque,"6,488",SI,NO,Ciudad Jardﾃｭn,Chamartin
5065,"429,000",planta 4,Plantas inferiores,,3,1 - 5 rooms,94,Piso peque,"4,564",SI,NO,Ciudad Jardﾃｭn,Chamartin
5066,"445,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,108,Piso intermedio,"4,120",SI,NO,Castilla,Chamartin
5067,"1,990,000",planta 10,Plantas altas,exterior,2,1 - 5 rooms,315,#N/A,"6,317",SI,NO,ﾃ》ico en El Viso,Chamartin
5068,"2,950,000",chalet,Chalet,exterior,4,1 - 5 rooms,277,Piso muy grande,"10,650",NO,NO,Chalet pareado en El Viso,Chamartin
5069,"401,500",bajo,Sotano,exterior,2,1 - 5 rooms,98,Piso peque,"4,097",NO,NO,Prosperidad,Chamartin
5070,"850,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,128,Piso intermedio,"6,641",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5071,"350,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,77,Piso peque,"4,545",NO,NO,Ciudad Jardﾃｭn,Chamartin
5072,"535,000",planta 8,Plantas intermedias,exterior,3,1 - 5 rooms,115,Piso intermedio,"4,652",SI,NO,Castilla,Chamartin
5073,"720,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,110,Piso intermedio,"6,545",SI,NO,Prosperidad,Chamartin
5074,"715,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,166,Piso intermedio,"4,307",SI,NO,Prosperidad,Chamartin
5075,"1,100,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,212,Piso grande,"5,189",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5076,"749,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,121,Piso intermedio,"6,190",SI,NO,Ciudad Jardﾃｭn,Chamartin
5077,"329,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,74,Piso peque,"4,446",NO,NO,Prosperidad,Chamartin
5078,"1,501,500",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,283,#N/A,"5,306",SI,NO,El Viso,Chamartin
5079,"479,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,102,Piso intermedio,"4,696",SI,NO,Prosperidad,Chamartin
5080,"930,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,159,Piso intermedio,"5,849",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5081,"435,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,113,Piso intermedio,"3,850",SI,NO,Prosperidad,Chamartin
5082,"2,300,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,335,Piso muy grande,"6,866",SI,NO,El Viso,Chamartin
5083,"330,000",bajo,Sotano,exterior,2,1 - 5 rooms,95,Piso peque,"3,474",SI,NO,Prosperidad,Chamartin
5084,"638,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,160,Piso intermedio,"3,988",SI,SI,Castilla,Chamartin
5085,"295,000",entreplanta,Plantas inferiores,interior,1,1 - 5 rooms,61,Piso peque,"4,836",SI,NO,El Viso,Chamartin
5086,"1,450,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,175,Piso grande,"8,286",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5087,"370,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,61,Piso peque,"6,066",SI,NO,Prosperidad,Chamartin
5088,"749,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,121,Piso intermedio,"6,190",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5089,"855,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,180,Piso grande,"4,750",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5090,"520,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,117,Piso intermedio,"4,444",SI,SI,Castilla,Chamartin
5091,"875,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,174,Piso grande,"5,029",SI,SI,Castilla,Chamartin
5092,"760,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,149,Piso intermedio,"5,101",SI,SI,Castilla,Chamartin
5093,"768,000",planta 1,Plantas inferiores,,3,1 - 5 rooms,147,Piso intermedio,"5,224",SI,NO,Ciudad Jardﾃｭn,Chamartin
5094,"960,000",bajo,Sotano,exterior,3,1 - 5 rooms,120,Piso intermedio,"8,000",SI,SI,Ciudad Jardﾃｭn,Chamartin
5095,"1,299,000",planta 9,Plantas intermedias,exterior,5,1 - 5 rooms,320,Piso muy grande,"4,059",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5096,"1,150,000",planta 6,Plantas intermedias,exterior,5,1 - 5 rooms,203,Piso grande,"5,665",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5097,"594,999",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,97,Piso peque,"6,134",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5098,"799,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,114,Piso intermedio,"7,009",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5099,"1,147,000",planta 14,Plantas altas,exterior,4,1 - 5 rooms,280,Piso muy grande,"4,096",SI,SI,Castilla,Chamartin
5100,"1,975,000",bajo,Sotano,exterior,3,1 - 5 rooms,257,Piso muy grande,"7,685",SI,SI,Nueva Espaﾃｱa,Chamartin
5101,"1,636,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,186,Piso grande,"8,796",SI,SI,Nueva Espaﾃｱa,Chamartin
5102,"324,500",bajo,Sotano,exterior,2,1 - 5 rooms,75,Piso peque,"4,327",NO,NO,El Viso,Chamartin
5103,"1,490,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,186,Piso grande,"8,011",SI,SI,Nueva Espaﾃｱa,Chamartin
5104,"465,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,100,Piso peque,"4,650",SI,NO,Prosperidad,Chamartin
5105,"470,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,84,Piso peque,"5,595",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5106,"450,000",planta 3,Plantas inferiores,interior,3,1 - 5 rooms,92,Piso peque,"4,891",SI,NO,Prosperidad,Chamartin
5107,"510,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,87,Piso peque,"5,862",SI,NO,Ciudad Jardﾃｭn,Chamartin
5108,"1,485,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,235,Piso grande,"6,319",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5109,"275,000",bajo,Sotano,exterior,1,1 - 5 rooms,51,Piso peque,"5,392",SI,NO,Prosperidad,Chamartin
5110,"1,076,900",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,196,Piso grande,"5,494",SI,NO,Nueva Espaﾃｱa,Chamartin
5111,"1,950,000",planta 3,Plantas inferiores,exterior,5,1 - 5 rooms,363,#N/A,"5,372",SI,SI,Nueva Espaﾃｱa,Chamartin
5112,"399,000",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,88,Piso peque,"4,534",SI,NO,Nueva Espaﾃｱa,Chamartin
5113,"225,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,51,Piso peque,"4,412",NO,NO,Prosperidad,Chamartin
5114,"350,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"5,303",NO,NO,Prosperidad,Chamartin
5115,"1,490,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,216,Piso grande,"6,898",SI,SI,Nueva Espaﾃｱa,Chamartin
5116,"2,100,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,303,Piso muy grande,"6,931",SI,SI,El Viso,Chamartin
5117,"1,850,000",planta 3,Plantas inferiores,exterior,5,1 - 5 rooms,205,Piso grande,"9,024",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5118,"8,000,000",planta 16,Plantas altas,exterior,4,1 - 5 rooms,729,#N/A,"10,974",SI,SI,ﾃ》ico en El Viso,Chamartin
5119,"2,450,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,468,#N/A,"5,235",SI,SI,ﾃ》ico en Nueva Espaﾃｱa,Chamartin
5120,"420,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"6,087",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5121,"564,990",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,112,Piso intermedio,"5,045",SI,NO,Prosperidad,Chamartin
5122,"870,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,240,Piso grande,"3,625",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5123,"1,690,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,242,Piso grande,"6,983",SI,SI,El Viso,Chamartin
5124,"791,000",bajo,Sotano,exterior,1,1 - 5 rooms,165,Piso intermedio,"4,794",SI,NO,El Viso,Chamartin
5125,"590,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,117,Piso intermedio,"5,043",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5126,"890,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,150,Piso intermedio,"5,933",SI,SI,Nueva Espaﾃｱa,Chamartin
5127,"650,000",planta 6,Plantas intermedias,exterior,5,1 - 5 rooms,124,Piso intermedio,"5,242",SI,NO,Prosperidad,Chamartin
5128,"169,000",bajo,Sotano,exterior,2,1 - 5 rooms,53,Piso peque,"3,189",SI,NO,Ciudad Jardﾃｭn,Chamartin
5129,"430,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,88,Piso peque,"4,886",SI,NO,Nueva Espaﾃｱa,Chamartin
5130,"310,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,52,Piso peque,"5,962",SI,NO,Prosperidad,Chamartin
5131,"249,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"4,150",NO,NO,Ciudad Jardﾃｭn,Chamartin
5132,"410,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,79,Piso peque,"5,190",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5133,"1,100,000",planta 2,Plantas inferiores,exterior,5,1 - 5 rooms,204,Piso grande,"5,392",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5134,"619,000",planta 5,Plantas intermedias,interior,4,1 - 5 rooms,120,Piso intermedio,"5,158",SI,SI,Prosperidad,Chamartin
5135,"1,200,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,181,Piso grande,"6,630",SI,SI,Nueva Espaﾃｱa,Chamartin
5136,"399,000",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,88,Piso peque,"4,534",SI,NO,Nueva Espaﾃｱa,Chamartin
5137,"930,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,150,Piso intermedio,"6,200",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5138,"390,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"4,239",SI,NO,Ciudad Jardﾃｭn,Chamartin
5139,"850,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,147,Piso intermedio,"5,782",SI,SI,El Viso,Chamartin
5140,"508,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,94,Piso peque,"5,404",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5141,"660,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,154,Piso intermedio,"4,286",SI,SI,Castilla,Chamartin
5142,"895,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,201,Piso grande,"4,453",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5143,"1,700,000",planta 6,Plantas intermedias,exterior,4,1 - 5 rooms,186,Piso grande,"9,140",SI,NO,El Viso,Chamartin
5144,"2,200,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,400,#N/A,"5,500",SI,NO,El Viso,Chamartin
5145,"1,076,900",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,194,Piso grande,"5,551",SI,NO,Nueva Espaﾃｱa,Chamartin
5146,"485,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,117,Piso intermedio,"4,145",SI,NO,Ciudad Jardﾃｭn,Chamartin
5147,"380,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,93,Piso peque,"4,086",SI,NO,Prosperidad,Chamartin
5148,"585,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,103,Piso intermedio,"5,680",SI,SI,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5149,"1,250,000",planta 10,Plantas altas,exterior,4,1 - 5 rooms,223,Piso grande,"5,605",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
5150,"440,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,135,Piso intermedio,"3,259",SI,NO,Prosperidad,Chamartin
5151,"401,500",bajo,Sotano,exterior,2,1 - 5 rooms,94,Piso peque,"4,271",NO,NO,Prosperidad,Chamartin
5152,"1,070,600",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,236,Piso grande,"4,536",SI,NO,Bernabﾃｩu-Hispanoamﾃｩrica,Chamartin
